message,sentiment,interactionRate,pageName,likes,comments,shares,type,createTime
http://www.courant.com/community/middletown/hc-middletown-stubborn-beauty-brewing-1231-20160104-story.html,1,5.2663,Stubborn Beauty Brewing,134,14,28,Link,01/02/2016 10:53:49
"Today at noon our winter seasonal returns! Truce in the Forest Imperial White IPA is back on tap! Join us in the taproom for some YVBC beer and Food Truck Karnage Asada! Also on tap: New Recruit, Semper Fi.P.A., Shock Diamond, C4 and Big Red Rye. Also we have released our first lager, G.I. Pilsner and our Collaboration with Manchester Orchestra, Pride Pale Ale is available in 16oz Cans! ONE LAST THING... Pineapple Grenade is BACK ON DRAFT! Cans are now only available in 6-PACKS!",0,0.1338,Young Veterans Brewing Company,15,0,2,Photo,01/02/2016 10:46:11
,1,2.0833,Garrison City Beerworks,38,9,0,Event,01/02/2016 10:40:42
Kickoff 2016 the right way -- we're open for brewery tours today from 1:00-5:00! Seven beers on tap. #happynewyear #brewerytour #ribeer #itsthefreakinweekend #yourlifeyourbeer #itsfoolproof #treatyoself,0,0.3636,Foolproof Brewing Company,17,1,2,Photo,01/02/2016 10:32:31
"Morning, everyone! We are back open today 11am - 9pm. Chef is whipping up some tasty specials, including Scotch Eggs! ---

Hobbs Farm Scotch Egg - Hard boiled egg encased in house-made local pork Italian sausage and fried to perfection. Accompanied by Brussels sprouts and Wake Robin Farm scarlet turnips roasted til nutty and super delicious. Also comes with our El Chupbrewcabra Mexican Chocolate Porter mustard for your dipping pleasure!  $8

Potato Leek Soup - Smooth, creamy, and hearty, our potato leek soup is made from local potatoes and finished with a touch of truffle salt. It’s delicious! $8

Cheers!",0,0.3681,Throwback Brewery,20,4,1,Status,01/02/2016 10:29:24
"Everyone is injured in some form or fashion and very tired.
Not the best day to be inconsiderate or rude.
Juli will cut you.
.....deep.

TAP LINE-UP
- Sea Hag
- Ghost Pigeon Porter
- Locust Reign DIPA

And if you have 64 oz. caps, use 'em, please. We are still next to none but getting some next week.",0,0.3729,New England Brewing Co.,51,14,3,Status,01/02/2016 10:22:07
"2016 is going to be supper delicious!

*NEW BEER - LTN Winter Warmer Lager - 10% abv with notes of cranberry and hints of spice

** Lone Wolf starts at 3 (we are pretty sure Justin is a musical genius)",1,0.8386,Fort Hill Brewery,31,1,0,Photo,01/02/2016 10:18:33
Happy New Year to everyone from the Black Bear crew! You made our 2015 outstanding and we cannot wait to share with you what we have in store for 2016!  Cheers!,1,0.5172,Black Bear Brewing Co.,9,0,0,Status,01/02/2016 10:09:51
"The tasting room will be open Saturday and Sunday for tours, tastings, pints and growler refills from 11:00 am to 4:00 pm! 

Start the New Year with us!",0,0.1297,Mayflower Brewing Company,6,0,2,Photo,01/02/2016 10:05:00
"It's a new year! We're open today from 12 to 4pm with Huntsman Oatmeal stout, Double Leche imperial milk stout, Demiana dark saison, The Share ipa and Eastern splendor ipa",1,1.6103,Relic Brewing Co,88,9,4,Photo,01/02/2016 10:00:47
"Come grab some beer before you do something crazy like start a diet on Monday.  Regular hours for growler fills - 12-2pm. 

First & Blonde is back, along with Orange Pale Ale, Farmhouse and Pumpkin.",0,0.31,Old Colony Brewing,5,0,2,Status,01/02/2016 09:30:02
"Just a reminder, due to circumstances that were both unforeseen and outside of our control, the taproom will be closed today, 1/2/2016.  We'll be back on Wednesday.",0,0.499,Bog Iron Brewing,9,4,2,Status,01/02/2016 09:26:07
"Starting today at 1pm to 5pm we have:

8 Days A Week APA
Midnight Oil Oatmeal Stout
P^2 Porter
Anomaly BIPA
Whisker'd Wit",0,0.3585,The Beer'd Brewing Co.,24,2,2,Photo,01/02/2016 09:00:58
Taproom open today 1-7. #saturday #drinklocal #craftbeer #brewery #taproom #brewerytours #beer #cottrell,0,0.149,Cottrell Brewing Company,4,0,0,Status,01/02/2016 08:45:01
We have all had a day to recover from NYE. We are open today 11-6. Keep your resolution to drink more Bucket!,0,0.2796,The Bucket Brewery,10,0,0,Photo,01/02/2016 08:26:24
"On tap today - 1/2/16

Bock - new release
Oatmeal Stout
Brown Ale
Pilot Pale
Cream Ale

Cheers!",0,0,DuVig Brewing Company,0,0,0,Status,01/02/2016 08:11:27
"Happy New Year's!!!

Unfortunately with our New England weather changing rapidly at this point in the year we will be Closing our Brewtanical Garden Today!

We can't wait to see you in the spring!!!",0,0.08,Olde Burnside Brewing,2,0,1,Photo,01/02/2016 08:00:56
Today try some of the last of the eggnog milk stout until next year. We'll also have our oatmeal raisin stout & Immorality Pale Ale on tap from 1-5!,1,0.9938,Crooked Current Brewery,12,4,0,Status,01/02/2016 07:51:02
We reopen Saturday 1/2/16 at noon and will have The KitchN food truck coming down mid afternoon! Sunday Rich will be out in Hamden at Mikro Beer Bar for an awesome brunch featuring some of your favorite Firefly brews. #getlit #ctbeertrail #ctbeer #TheKitchNfoodtruck #mikrobeerbar,1,1.4249,Firefly Hollow Brewing,121,1,5,Photo,01/02/2016 07:00:59
"A new year...stop by for our newest beer!  Bock on tap tomorrow.  Open 12-7pm!!

Cheers!",0,0,DuVig Brewing Company,0,0,0,Status,01/01/2016 21:49:31
"Happy New Year!! If 2016 is anything like 2015, we are in for a great year! Our motto is Great Beer, Good Company, Live Music, and Growlers to Go. Expect new beer styles, plus repeats of some of your favorite seasonals from last year. From Saisons to Stouts, IPAs to  Wheat beers, our brewers have a lot of recipes under their belts and up their sleeves. To get the most up to date tap lineup, list of accounts in Maine, and happenings in our tasting room please visit our website http://www.tributarybrewingcompany.com.

As usual, we will continue to have music every Saturday, 4-6 pm, and frequently on Sundays. Tomorrow we have Me and My Uncle, one of our favorite local duos! Hope to see you soon. In the meantime, we wish you all a happy and healthy 2016! Cheers!",0,0.4245,Tributary Brewing Company,28,0,1,Photo,01/01/2016 21:14:11
It took a few muggers to kick In the Black IPA. Ryan (on the right) accomplished this particular feat of strength.,1,0.7594,Outer Light Brewing Company,22,0,0,Photo,01/01/2016 18:34:58
Those of you who chose to continue drinking for a NY Resolution should come grab a fresh 4 pack and rub it in your friend's faces.,0,0.3993,Lord Hobo Brewing Co,21,1,0,Photo,01/01/2016 17:39:06
Daly nabbed the last pint of Whale City! She will be missed (the beer). Daly too. Come back Daly!,0,0.2416,Outer Light Brewing Company,7,0,0,Photo,01/01/2016 17:38:45
"Need something to do this year?

http://ifmycoastercouldtalk.bangordailynews.com/2016/01/01/events/new-england-brewfests-2016/",0,0.2138,Atlantic Brewing Company,6,0,4,Link,01/01/2016 17:15:33
We're open for tastings from 5:00-7:00 tonight! Need some hair of the dog?,0,0,Foolproof Brewing Company,0,0,0,Status,01/01/2016 17:14:25
"Happy New Years everyone! Tasting Room Closed today. We will be open for regular hours tomorrow Saturday, January 2nd 2-7.",0,0,Frost Beer Works,0,0,0,Status,01/01/2016 16:52:20
Check out this awesome blackboard! Happy new year everyone and hope to see you soon! #farmtotable #nhbeer,0,0.1081,7th Settlement Brewery,3,3,0,Photo,01/01/2016 16:48:19
"Many of you probably have plenty of resolutions, but you many want to consider breaking them because these two beauties are going to kick TONIGHT! So head on down to OLBC to get one last taste. (You may want to be the first one through the door!) Open 5-9 tonight.",0,0.3797,Outer Light Brewing Company,10,0,1,Photo,01/01/2016 16:47:19
Food Truck Lineup for the next couple of weeks! Cheers 🍻,0,0.063,Young Veterans Brewing Company,7,1,0,Photo,01/01/2016 16:22:17
,0,0.0316,Back East Brewing Company,3,0,0,Photo,01/01/2016 16:19:00
Happy New Year!  Start 2016 off right with an amazing handcrafted beer and our Ham and Cheese Melt special!  Come in and watch the Bowl games and eat and drink away your hangover!  CHEERS!!!,0,0.0533,"BricktownE Brewing Company ""The Barrel House""",1,0,0,Photo,01/01/2016 15:44:40
"New Year's Day special! 

Seared duck breast and confit duck leg over maple hominy grits with sour cherry demi and asparagus",0,0.2277,Jack's Abby Craft Lagers,30,1,2,Photo,01/01/2016 15:26:26
First brewery tour of the year.  A fun group that got a whole lotta love.  First tour and first taste of our new Single Hop Pale Ale - Idaho 7 coming on draft after the Darla disappears.,0,0.0725,Sebago Brewing Company,8,0,1,Photo,01/01/2016 15:25:23
"Yep, we're open today until 8pm. Hanging out now with hockey, pizza and beer. #bruins #winterclassic #ableebenezer",1,1.1354,Able Ebenezer Brewing Company,67,13,3,Photo,01/01/2016 15:10:09
Happy New Year! We are open today 3-9pm so come out and start 2016 the right way... With a beer (or 3) from Broad Brook Brewing.,0,0.3346,Broad Brook Brewing,14,0,1,Photo,01/01/2016 14:54:33
"Happy New Year!  We are open 12-7 Saturday and 12-5 Sunday. Double Rye Porter is on tap and in bombers. It's a smooth but robust porter with tons of roast, rye, chocolate and bourbon flavor. Perfect for cold nights.  Welcome the new year with a tasting and a tour.  We have a ton of cool beers on tap including a Winter Kölsch.",1,1.6634,Shebeen Brewing Company,97,10,3,Photo,01/01/2016 14:49:18
"Happy New Year! We're keeping resolutions simple: Love Beer. Love Life. What about you? 

(Photo credit: Dooster Films)",0,0.2966,Harpoon Brewery,310,8,15,Photo,01/01/2016 14:37:35
"Happy New Year! As a reminder, we are closed today but will be open the rest of the weekend. Cheers!  #halfullbrewery",0,0.0449,Half Full Brewery,3,0,0,Video,01/01/2016 14:25:34
For everyone that may have missed our brunch menu this morning....we are offering a New Years special drink menu until 5pm! Hope to see you soon! #nhbeer,0,0.018,7th Settlement Brewery,1,0,0,Photo,01/01/2016 14:13:33
"Regular hours tomorrow for growler fills.  First & Blonde is back, along with Orange Pale Ale, Farmhouse and Pumpkin.  12-2pm.  See you then.",0,0.0886,Old Colony Brewing,2,0,0,Status,01/01/2016 14:04:51
Please note: Our Visitor Center & Pub is closed today for New Year's Day. We will reopen with normal hours (11am -6pm) on Saturday the 2nd. Thanks for your understanding and Happy New Year!,0,0.0244,Otter Creek Brewing,6,4,1,Status,01/01/2016 13:56:59
"Happy New Year!! Come work off that raging hangover with us! Open from 3-8pm.  Derivative: Mosaic, Tendril, Process/Progress #1 and Broze on for fills/tastings.  Adelia bottles available as well.  #craftbeer #ribeer #rilocal #401craftfamily #derivative #hops #paleale #ipa #hangover #cure #proclamationale",1,0.813,Proclamation Ale Company,18,5,0,Photo,01/01/2016 13:16:01
"Happy New Year! We turn 6 years old today! Thank you for all your support over the years! We couldn't have done it without you! We'd like to also thank all our hardworking staff, which have become our family. We are so thankful and lucky to have such a wonderful team that helps keep us growing year to year. 
Cheers to you all! Thanks for supporting local!",1,1.6782,Lefty's Brewing Company,73,1,1,Photo,01/01/2016 13:13:38
Happy New Year to all our friends - what better way to start the new year than to brew a batch of stout,1,1.4451,Beara Irish Brewing Co.,24,1,0,Photo,01/01/2016 13:12:18
"Happy New Year!  We're closed today, and open Saturday 12-7, and Sunday 12-4!",0,0.266,Garrison City Beerworks,6,0,0,Status,01/01/2016 12:46:46
HAPPY NEW YEAR! Taproom opens at 3PM today! #MABeer #HudsonMA #MedusaBeer #happynewyear,0,0.1829,Medusa Brewing Company,8,1,0,Photo,01/01/2016 12:41:56
"Just us girls behind the bar today from 1 to 5 for tastings and growler fills. We'll have the Winter Classic on TV and Tabitha will be doing standup during intermission. Smoked Porter, Flying Jenny and PJ cans available. Sorry, we're out of CD for the weekend. #craftbeer#drinklocal #supportlocal #tabitha #bruins #winterclassic 

On tap:
Flagship
Flying Jenny 
Leaning Chimney 
Mary Ann's Ginger Spice 
Pour Judgement 
Great Ketch",0,0.4636,Grey Sail Brewing of Rhode Island,17,7,1,Photo,01/01/2016 12:35:07
"Happy New Year, friends!! What's your go-to hangover cure? More beer? Hitting the gym? Tell us your secrets... we're sure somebody needs them today ;)",1,0.7005,J'ville Brewery,4,0,0,Status,01/01/2016 12:29:32
"When deciding our holiday hours, we looked into our crystal ball and foresaw we would need a day of rest for New Years. We are closed today but will run normal hours the rest of the weekend. Happy new year everyone!",0,0.3582,Black Pond Brews,7,0,0,Photo,01/01/2016 12:19:06
Keep the party going & welcome in 2016 with beers in our taproom! Open regular hours today 12-11pm! #mabeer #2016,0,0.078,Night Shift Brewing,11,0,0,Photo,01/01/2016 12:17:50
"Happy New Year!! Mike's ready for the Winter Classic. Go Bruins!!
Open 12-10 today.",1,4.413,Iron Duke Brewing,152,7,3,Photo,01/01/2016 12:12:16
New sign up for a new year! https://contest.fbapp.io/eswxpu,0,0.0348,Newport Storm Beer,5,0,0,Link,01/01/2016 12:00:07
"Happy New Year and Happy New Beer! We're now pouring Chocolate Milk Stout on nitro in the tasting room, available in samples and pints. We should be able to do growler full next week once we have the stout on CO2. Cheers!",1,5.9719,Great North Aleworks,84,12,6,Video,01/01/2016 11:56:32
As a reminder we are closed today so some of the crew can recover.  Cheers to 2016 and see you tomorrow from 1 to 5pm.,0,0.2561,The Beer'd Brewing Co.,19,1,0,Photo,01/01/2016 11:55:35
"Happy New Year from the crew at Hidden Cove. 2015 was a good year, 2016 looks to be an even better one. We're excited about all the projects we have planned for the upcoming year. Stay tuned.",0,0,Hidden Cove Brewing Company,0,0,0,Status,01/01/2016 11:53:55
"In Germany there is an old tradition giving a ""Glücksbringer"" (a bringer of luck) to friends and family for New Years. The most popular is a little piglet made from marzipan call a ""Glücksschwein"" (lucky pig). Now we don't make trinkets but we do what we can so from everyone at Black Hog we wish you ""Schwein haben"" - which literally means ""to have pig"" - actually implies ""to be lucky"" throughout all of 2016.",0,0.1899,Black Hog Brewing Co.,10,0,1,Photo,01/01/2016 11:53:41
Nice running by Team Bucket in the 1st Buttonwood 5K! Congrats to Sara and Erin for winning their age groups!,1,0.643,The Bucket Brewery,20,2,1,Photo,01/01/2016 11:47:26
"How resilient is life? These barley seedlings are growing in a bed of ice in the back of my truck. They were left there from the spend grain we use to brew which I use for compost. Which means at some point these seeds were malted,  kiln-dried, made a trip through the mill(and survived) endured mash temps, avoided the compost pile now.. here they are sprouting in December!",1,4.3349,Ravenous Brewing Company,107,6,4,Photo,01/01/2016 11:38:55
"Happy New Year!

We are looking forward to another great year of beer and fun in 2016.",0,0.063,Shipyard Brewing Company,13,1,3,Video,01/01/2016 11:12:34
"Happy New Year everyone!  So, with your New Years Resolutions beginning, we have a cool way to help you stay healthy.  We will be hosting a yoga session in the Tap Room!  Check the deatails out here:  http://www.yogahealthconcepts.com/yoga-at-wormtown-brewery-sign-up-for-yoga-at-wormtown-brewery",0,0.388,Wormtown Brewery,26,5,9,Link,01/01/2016 11:10:12
"Happy New Year everyone!  We would like to take a second and thank EVERYONE for all of your support--we love seeing all the smiling faces in the tap room or out on the road when we are delivering the goods!  The tap room will be open until 7 tonight, so start off the new year with some great beer.  And don't forget we are now open on both Saturday and Sunday, with Sunday hours being 1-7.  We are still looking for the right person to join the team here at the brewery; if you are interested check out our website for for info!
#timeforatumbledown",0,0.493,Tumbledown Brewing,5,0,1,Status,01/01/2016 11:07:55
"HAPPY NEW YEAR!!!! Lets make 2016 a great one! 

To Celebrate, we are open today from 1-6pm with Live music at 4 from Aaron Waldman!

Winter Classic on TV at 1pm.",0,0.2212,SoMe Brewing Company,6,3,0,Status,01/01/2016 11:07:01
"2015 was nothing short of amazing - thanks to you all and to our top notch team. Our team worked so hard that we feel they need a day off to spend time with friends and family. So apologies for the late notice, but we will be closed today. Back open tomorrow, Saturday 11am-9pm and Sunday 12-7pm. Cheers",1,0.6037,Throwback Brewery,36,4,1,Status,01/01/2016 11:02:49
Happy New Year! Cheers to a happy and healthy 2016.,0,0.3807,Switchback Brewing Company,76,14,5,Photo,01/01/2016 11:00:58
"Here you are checking your FB...hangover just starting to creep up on you?  Well, Happy New Year from us here at CABC.  Were gonna watch The Winter Classic at 1pm and lay out a bomb Hangover Killer Buffet for five beans, cant beat that!  So when it's time to feed the monster you know where to find us!",0,0.0374,Cape Ann Brewing,4,0,0,Photo,01/01/2016 10:38:26
"We're open today 5-9 pm, Saturday 12-9 pm and Sunday 12-5 pm.  Welcome to 2016!",1,0.6213,Outer Light Brewing Company,15,2,1,Status,01/01/2016 10:35:38
"Holiday Hours:
CLOSED Friday New Years Day (nursing hangovers and watching football)
Sat-Sun Regular hours 1-5pm",0,0.0287,Overshores Brewing Co.,1,0,0,Status,01/01/2016 10:26:32
,1,1.3384,Broad Brook Brewing,52,8,0,Event,01/01/2016 10:23:11
,1,0.7807,Broad Brook Brewing,31,4,0,Event,01/01/2016 10:19:27
,0,0.1068,Allagash Brewing Company,105,0,2,Photo,01/01/2016 10:18:00
"TOMORROW!  Start 2016 off right with Tacos a la Veracruzana, 2 for $5!, and old school reggae on vinyl spun by Ras Daniel, taproom open from 1-9. 

Also IPA is back and we're just releasing an amazing new batch of Imperial Stout!  

Cheers and Happy New Years!",1,1.6878,New City Brewery,23,2,7,Photo,01/01/2016 10:04:52
"Happy New Year from everyone at Mayflower Brewing Co!  

We are very excited for 2016 and to share some new brews with all of you! 

The brewery is closed on New Years Day but will reopen for regular hours January 2nd.  

Thank you and cheers to a great year!",0,0.0649,Mayflower Brewing Company,4,0,0,Photo,01/01/2016 10:02:00
"Love it, Gunther Brown! Everyone, listen and share this video about some local history in Norridgewock, Maine. Amazing!",1,1.3829,Bigelow Brewing Company,31,4,0,Video,01/01/2016 09:54:01
Happy New Year! We have a special limited brunch menu for you today! Opening at 11:00am for all to enjoy. See you soon! #farmtotable #nhbeer,0,0.2342,7th Settlement Brewery,11,0,2,Photo,01/01/2016 09:45:56
Because we care,0,0.1066,Olde Burnside Brewing,3,0,1,Link,01/01/2016 09:30:46
Check out what Baxter Outdoors is up to!,0,0.1496,Baxter Brewing Co.,17,1,0,Link,01/01/2016 09:29:35
Wishing everyone a Ravenous  2016!!! Thank you all for never ending love and support. #thirstynevermore,1,0.8151,Ravenous Brewing Company,20,2,0,Status,01/01/2016 09:24:53
"Happy New Year's everyone hope everybody had a wonderful and safe evening!!!

Unfortunately with our New England weather changing rapidly at this point in the year we will be closing our Brewtanical Garden this weekend. 

We can't wait to see you in the spring!!!",0,0.1599,Olde Burnside Brewing,6,0,0,Photo,01/01/2016 09:19:41
,1,1.5971,Lawson's Finest Liquids,149,36,15,Link,01/01/2016 09:11:30
,1,3.18,603 Brewery,213,19,30,Video,01/01/2016 09:10:00
,1,0.7036,Earth Eagle Brewings,32,0,1,Photo,01/01/2016 09:00:42
"2016 is here and as promised here is our first surprise of the year: JIGAWATTS DOUBLE IPA!  Brewmaster Tom has been hard at work putting together this spin on an American DIPA.  This brew is hopped wth Simcoe, Amarillo, Cascade, Citra, and Galena.  

Here's the twist... It's ONLY going to be available in our tap room.  We'll have it on tap starting January 13th and then we will be selling cans (for off premises consumption) in the tap room January 16th at 11:30am.   

We can't wait for you try this new brew!",0,0.4461,Broad Brook Brewing,12,3,5,Photo,01/01/2016 09:00:01
"Happy New Year from all of us at OCB! Wishing you a happy, healthy and hop-soaked 2016!",0,0.0909,Otter Creek Brewing,27,13,1,Status,01/01/2016 09:00:00
"Happy 2016! This year you'll see a bold offering Unearthed, a new trail Blazed, some SMaSHing new releases and a whole lot more!",0,0.0515,Long Trail Brewing,35,0,2,Status,01/01/2016 09:00:00
"New Year, New Beer! #NitroProject",0,0.1277,Samuel Adams,1033,102,188,Video,01/01/2016 08:55:52
https://www.facebook.com/alchemistbeer/photos/a.379823342052625.96186.378502778851348/1069038693131083/?type=3,0,0.0301,The Alchemist,13,2,0,Photo,01/01/2016 08:25:37
We hope everyone had a great night celebrating the new year! Just a reminder that we are closed today. We will back open tomorrow at 12. Cheers.,1,0.5804,Stoneface Brewing Co.,31,1,0,Photo,01/01/2016 08:22:01
"Wishing you a Happy New Year!  We are closed today, but will be open regular business hours on Saturday, January 2nd.  12pm - 5pm.  Cheers!",0,0,Wachusett Brewing Company,0,0,0,Photo,01/01/2016 08:00:00
Happy New Year! We are thrilled to bring you our release calendar for 2016 and look for details about our new beers coming soon. Cheers!,1,0.6245,Two Roads Brewing Company,113,8,15,Photo,01/01/2016 07:24:00
Happy New Year!!,0,0.3423,Strong Brewing Company,6,0,0,Status,01/01/2016 00:03:34
Happy New Year to you and yours.,1,0.8795,Olde Burnside Brewing,30,0,3,Video,01/01/2016 00:02:01
Happy New Year from the OLBC family to yours! It's been an amazing first year and we couldn't have done it without you. Cheers!,0,0.4142,Outer Light Brewing Company,11,0,1,Photo,01/01/2016 00:00:47
,0,0.0925,Wachusett Brewing Company,14,2,1,Photo,01/01/2016 00:00:00
Well thank you Men's Journal!,1,2.626,Earth Eagle Brewings,119,5,12,Link,03/31/2016 23:13:54
"We're really excited to announce the release of our latest brew,  Trailblazer Vermont Lager! This refreshing amber lager, is brewed with a luscious blend of Vienna, Pilsner and aromatic malts, balanced with Tettnang and Saphir hops, and cold aged to make the perfect brew for your adventure. 
We'll be pouring this on tap and filling growlers from the brewery starting this Friday April 1st. And that's not all, it will be available in 16oz cans just in time for summer. We'll let you know when the release date is for the cans but you can check out the awesome label it will be sporting thanks to our amazing designer Todd Cummings!
Also on tap tomorrow we have a limited release of our Stone Corral Porter aged in a Mad River Distillers Rum barrel. That's right, Rum Porter. 
So be sure to come in and try some of these new brews, experience Chef Chuck's excellent dishes and listen to some tunes this weekend!",1,1.2658,Stone Corral Brewery,14,0,3,Photo,03/31/2016 23:01:27
"It's been a long day.  Thanks for the love and support everyone.  You guys rule so hard.  Much love.
XOXO
Us",1,4.6358,Proclamation Ale Company,172,3,0,Status,03/31/2016 21:52:46
Checking in with some great food and AMAZING GBC Irish Red beer!!!,0,0.4361,Goodfellow's Brewing Company,10,0,0,Status,03/31/2016 20:57:49
"We are kicking NH Craft Beer Week off a little early with Firkin Friday! John, our Quality Control Manager, has whipped up a batch of what he is calling Mexican Chocolate Cookie. John started with RVP and added cold brewed coffee, chocolate, cinnamon, and just a dash of hot pepper blend. We'll tap the cask at 3 p.m. on Friday, April 1st (no foolin'!), and will be available in 4 oz. samples & pints in the tasting room. 

We have a lot of other NH Craft Beer Week events planned, keep an eye here or check out the Events page on our website for all of the details! #NHCBW2016",1,2.0866,Great North Aleworks,31,5,4,Photo,03/31/2016 20:49:19
This is the best thing we've had in a while. Head to Twins Smoke Shop in Londonderry to see for yourself!,1,2.2785,Rockingham Brewing Company,30,6,0,Photo,03/31/2016 20:17:45
You're almost here...,1,1.6362,Infinity Farnham Ale & Lager VT,25,1,17,Photo,03/31/2016 20:15:19
"Hey there Wormtown Faithful!  Good news: as of next week, we will be opening every Tuesday from 12-8!  These will be regular hours!  To celebrate the opening an extra day, we are going to have a little Cornhole tournament!  Looking for just 8 teams for this one. First come first serve. Sign up by emailing Drew @ afrechette@wormtownbrewery.com",0,0.1962,Wormtown Brewery,19,1,2,Photo,03/31/2016 19:50:34
"The great thing about crock-pots? The whole set-and-forget premise, allows for more drink-and-repeat with friends. 

Try our Thunder Foam Pulled Pork Recipe: http://bit.ly/1q6CL93",1,0.6044,Harpoon Brewery,612,19,62,Photo,03/31/2016 19:37:00
From the Sea plate tonight!,0,0.1529,7th Settlement Brewery,9,0,0,Photo,03/31/2016 19:28:41
Bristol Blonde is up next at Biederman's once the West Shore Stout kicks.  Cheers!  RJS,1,1.7544,Shackett's Brewing Company,6,6,1,Status,03/31/2016 19:21:43
,0,0,New City Brewery,0,0,0,Link,03/31/2016 18:31:35
Hogs and Hops!!!   Proud to be part of this!!! Cheers Niantic!!!,0,0.0312,Thimble Island Brewing Company,4,0,1,Photo,03/31/2016 18:31:24
Come down and drink some Cider no Beer No CYZER!!!,0,0.0156,Black Hog Brewing Co.,0,1,0,Status,03/31/2016 18:30:44
"Grandaddy Frank's Barbecue is now serving delicious, authentic, southern BBQ full time out of the brewery!  Also, Acoustic Marshpit - Big Benn & Richie Riot is back with live music this Saturday afternoon from 2-5!  Hope to see you!",1,0.7829,Westfield River Brewing Company,27,1,6,Status,03/31/2016 17:59:08
"TACOS & BEER!!! We are pleased to announce that we will be having the Lucky Taco food truck on site during all of our Tap Room hours! Opening night coming very soon!!! Once open, initial taproom hours will be as follows: Wed-Thur 4-8, Fri-Sat 12-9, Sun 12-5.",1,4.2527,Top Shelf Brewery,148,30,32,Photo,03/31/2016 17:46:48
Might be cutting back on canned beer until further study,0,0.1036,Olde Burnside Brewing,3,0,1,Link,03/31/2016 17:30:21
This looks more like the response I usually get from retailers about expanding brewery rights. The quick letter from the other side is appreciated!,1,2.6187,The Bucket Brewery,88,6,8,Link,03/31/2016 17:23:37
Good friends make sure your fake mustache is on straight! #TRVLR,0,0.0052,Traveler Beer Company,3,0,0,Photo,03/31/2016 17:05:02
"About to start some good times at @fhtgburlington !   5 beers on tap, 3 bottles, and two brewery guys trying to be social.  Come help us :)",1,0.8043,Deciduous Brewing Company,27,2,1,Photo,03/31/2016 16:58:18
"A tale of two days. Conor educates young minds at UConn, we prepare beer for tomorrow's Open House.  Do work, drink beers. See you tomorrow! #halffullbrewery #stamford #UConn",0,0.4685,Half Full Brewery,29,2,1,Photo,03/31/2016 16:54:19
"One day away from April Fool's Night! We'll have bottles of Emperor barrel-aged imperial IPA, LFU aged in a pinot noir barrel, and LFU aged in a chardonnay barrel...not to mention exclusive glassware, live music from Adessa on Bay State and The Kickin Brass Band, food from Delsie Catering and Events, and plenty of beer! Get your tickets now at http://bit.ly/21tureL.",0,0.0663,Foolproof Brewing Company,4,0,0,Event,03/31/2016 16:43:43
"Tonight's blackboard! Authentic, just like our food and beer! The last night of live music for 7th Settlement kicks off at 8:00 pm! Come enjoy a beer, great food and live music with Birds in the Woods! #nhbeer #farmtotable #seeyousoon",0,0.1189,7th Settlement Brewery,6,1,0,Photo,03/31/2016 16:40:30
Thanks Men's Journal for naming Swish one of the 101 Best Beers In America for 2016!,1,4.3592,Bissell Brothers,576,27,28,Link,03/31/2016 16:34:56
Tag a friend you’d like to share a Redhook with.,0,0.2939,Redhook Brewery,544,52,19,Photo,03/31/2016 16:30:00
"Hey everyone, here's our daily pouring list for this evening in the tap room:",0,0.2904,Bog Iron Brewing,9,1,0,Photo,03/31/2016 16:17:54
"T-minus 53 minutes until the release of Pink Boots Orange Hibiscus Gose brewed in collaboration with The Beer'd Brewing Co. Grey Sail Brewing of Rhode Island Mikro Beer Bar and Levine Distributing. For every pint poured in the OLBC taproom, we are donating $1 to the Pink Boots Society, which helps to raise the profile of women in the industry.  For the launch tonight, all ladies will receive $1 off a Pink Boots Gose.",0,0.3974,Outer Light Brewing Company,14,0,0,Photo,03/31/2016 16:08:02
"Take your time going home in this gorgeous weather and have a taste or two of some Out.Haus Ales! I'll be here till 7, no rush.",1,0.7338,Out.Haus Ales,5,2,0,Status,03/31/2016 15:57:21
"Join us this Friday evening, April 1st as we welcome 2FER with Floyd White and Bruce MacDougal. Bruce and Floyd bring their energetic blend of tight vocals, driving guitar, flute, harmonica, and drums for what is sure to be a fantastic night of original and cover tunes. As always, Erik has created an array of mouthwatering pizza choices along with some really exciting news, the release of our summer ale, AVERY PEAK, happens this Friday! Other brews on tap: Dementia Dog, Lying Bastard, Bigelow Brown, Jailbreak Chocolate Chili Stout and Rowe Road Maple Porter. Open Friday 3-8pm and Saturday 12-5pm.",1,0.7639,Bigelow Brewing Company,13,3,6,Photo,03/31/2016 15:36:01
We're gearing up for summer! Come work with us! http://ow.ly/105kXZ,0,0.0072,Cape Cod Beer,1,0,0,Photo,03/31/2016 15:35:22
"This is what class is.  Justin from Charlestown Wine and Spirits is an awesome dude and he gets it.  Thank you for the support man.  You and your store rule.  

https://docs.google.com/document/d/1Dm20nb0DNOTYOFfrlazPs43QRY6x6nlCePaJS3bFkLM/edit",1,6.1722,Proclamation Ale Company,218,15,0,Link,03/31/2016 15:31:54
Canned TODAY!! Summatime Session Ale goes on sale today at 4pm!  #BeerRelease #SummerSeasonal,0,0.4436,603 Brewery,35,1,2,Photo,03/31/2016 15:25:24
